name,type,year,description,url,gender,organization,age,country,current_country
Victor Grignard,chemistry,1912,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistryfor his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1912/grignard-facts.html,male,FALSE,41,France,France
Paul Sabatier,chemistry,1912,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistryfor his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1912/sabatier-facts.html,male,FALSE,58,France,France
Alexis Carrel,medicine,1912,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1912/carrel-facts.html,male,FALSE,39,France,France
Gerhart Johann Robert Hauptmann,literature,1912,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",https://www.nobelprize.org/nobel_prizes/literature/laureates/1912/hauptmann-facts.html,male,FALSE,50,Prussia,Germany
Elihu Root,peace,1912,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1912/root-facts.html,male,FALSE,67,USA,USA
Wilhelm Wien,physics,1911,for his discoveries regarding the laws governing the radiation of heat,https://www.nobelprize.org/nobel_prizes/physics/laureates/1911/wien-facts.html,male,FALSE,47,Prussia,Russia
"Marie Curie, n�e Sklodowska",chemistry,1911,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1911/marie-curie-facts.html,female,FALSE,44,Russian Empire,Poland
Allvar Gullstrand,medicine,1911,for his work on the dioptrics of the eye,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1911/gullstrand-facts.html,male,FALSE,49,Sweden,Sweden
Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,literature,1911,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",https://www.nobelprize.org/nobel_prizes/literature/laureates/1911/maeterlinck-facts.html,male,FALSE,49,Belgium,Belgium
Tobias Michael Carel Asser,peace,1911,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1911/asser-facts.html,male,FALSE,73,the Netherlands,the Netherlands
Alfred Hermann Fried,peace,1911,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1911/fried-facts.html,male,FALSE,47,Austria,Austria
Johannes Diderik van der Waals,physics,1910,for his work on the equation of state for gases and liquids,https://www.nobelprize.org/nobel_prizes/physics/laureates/1910/waals-facts.html,male,FALSE,73,the Netherlands,the Netherlands
Otto Wallach,chemistry,1910,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1910/wallach-facts.html,male,FALSE,63,Germany,Russia
Albrecht Kossel,medicine,1910,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1910/kossel-facts.html,male,FALSE,57,Mecklenburg,Germany
Paul Johann Ludwig Heyse,literature,1910,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",https://www.nobelprize.org/nobel_prizes/literature/laureates/1910/heyse-facts.html,male,FALSE,80,Prussia,Germany
Bureau international permanent de la Paix (Permanent International Peace Bureau),peace,1910,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1910/peace-bureau-facts.html,org,TRUE,,,
Guglielmo Marconi,physics,1909,in recognition of their contributions to the development of wireless telegraphy,https://www.nobelprize.org/nobel_prizes/physics/laureates/1909/marconi-facts.html,male,FALSE,35,Italy,Italy
Karl Ferdinand Braun,physics,1909,in recognition of their contributions to the development of wireless telegraphy,https://www.nobelprize.org/nobel_prizes/physics/laureates/1909/braun-facts.html,male,FALSE,59,Hesse-Kassel,Germany
Wilhelm Ostwald,chemistry,1909,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1909/ostwald-facts.html,male,FALSE,56,Russian Empire,Latvia
Emil Theodor Kocher,medicine,1909,"for his work on the physiology, pathology and surgery of the thyroid gland",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1909/kocher-facts.html,male,FALSE,68,Switzerland,Switzerland
Selma Ottilia Lovisa Lagerl�f,literature,1909,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",https://www.nobelprize.org/nobel_prizes/literature/laureates/1909/lagerlof-facts.html,female,FALSE,51,Sweden,Sweden
Auguste Marie Fran�ois Beernaert,peace,1909,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1909/beernaert-facts.html,male,FALSE,80,Belgium,Belgium
"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",peace,1909,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1909/balluet-facts.html,male,FALSE,57,France,France
Gabriel Lippmann,physics,1908,for his method of reproducing colours photographically based on the phenomenon of interference,https://www.nobelprize.org/nobel_prizes/physics/laureates/1908/lippmann-facts.html,male,FALSE,63,Luxembourg,Luxembourg
Ernest Rutherford,chemistry,1908,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1908/rutherford-facts.html,male,FALSE,37,New Zealand,New Zealand
Ilya Ilyich Mechnikov,medicine,1908,in recognition of their work on immunity,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1908/mechnikov-facts.html,male,FALSE,63,Russian Empire,Ukraine
Paul Ehrlich,medicine,1908,in recognition of their work on immunity,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1908/ehrlich-facts.html,male,FALSE,54,Prussia,Poland
Rudolf Christoph Eucken,literature,1908,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",https://www.nobelprize.org/nobel_prizes/literature/laureates/1908/eucken-facts.html,male,FALSE,62,East Friesland,Germany
Klas Pontus Arnoldson,peace,1908,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1908/arnoldson-facts.html,male,FALSE,64,Sweden,Sweden
Fredrik Bajer,peace,1908,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1908/bajer-facts.html,male,FALSE,71,Denmark,Denmark
Albert Abraham Michelson,physics,1907,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,https://www.nobelprize.org/nobel_prizes/physics/laureates/1907/michelson-facts.html,male,FALSE,55,Prussia,Poland
Eduard Buchner,chemistry,1907,for his biochemical researches and his discovery of cell-free fermentation,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1907/buchner-facts.html,male,FALSE,47,Bavaria,Germany
Charles Louis Alphonse Laveran,medicine,1907,in recognition of his work on the role played by protozoa in causing diseases,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1907/laveran-facts.html,male,FALSE,62,France,France
Rudyard Kipling,literature,1907,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",https://www.nobelprize.org/nobel_prizes/literature/laureates/1907/kipling-facts.html,male,FALSE,42,British India,India
Ernesto Teodoro Moneta,peace,1907,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1907/moneta-facts.html,male,FALSE,74,Austrian Empire,Italy
Louis Renault,peace,1907,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1907/renault-facts.html,male,FALSE,64,France,France
Joseph John Thomson,physics,1906,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases,https://www.nobelprize.org/nobel_prizes/physics/laureates/1906/thomson-facts.html,male,FALSE,50,United Kingdom,United Kingdom
Henri Moissan,chemistry,1906,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1906/moissan-facts.html,male,FALSE,54,France,France
Camillo Golgi,medicine,1906,in recognition of their work on the structure of the nervous system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1906/golgi-facts.html,male,FALSE,63,Italy,Italy
Santiago Ram�n y Cajal,medicine,1906,in recognition of their work on the structure of the nervous system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1906/cajal-facts.html,male,FALSE,54,Spain,Spain
Giosu� Carducci,literature,1906,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",https://www.nobelprize.org/nobel_prizes/literature/laureates/1906/carducci-facts.html,male,FALSE,71,Tuscany,Italy
Theodore Roosevelt,peace,1906,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1906/roosevelt-facts.html,male,FALSE,48,USA,USA
Philipp Eduard Anton von Lenard,physics,1905,for his work on cathode rays,https://www.nobelprize.org/nobel_prizes/physics/laureates/1905/lenard-facts.html,male,FALSE,43,Hungary,Slovakia
Johann Friedrich Wilhelm Adolf von Baeyer,chemistry,1905,"in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1905/baeyer-facts.html,male,FALSE,70,Prussia,Germany
Robert Koch,medicine,1905,for his investigations and discoveries in relation to tuberculosis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1905/koch-facts.html,male,FALSE,62,Germany,Germany
Henryk Sienkiewicz,literature,1905,because of his outstanding merits as an epic writer,https://www.nobelprize.org/nobel_prizes/literature/laureates/1905/sienkiewicz-facts.html,male,FALSE,59,Poland,Poland
"Baroness Bertha Sophie Felicita von Suttner, n�e Countess Kinsky von Chinic und Tettau",peace,1905,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1905/suttner-facts.html,female,FALSE,62,Austrian Empire,Czech Republic
Lord Rayleigh (John William Strutt),physics,1904,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,https://www.nobelprize.org/nobel_prizes/physics/laureates/1904/strutt-facts.html,male,FALSE,62,United Kingdom,United Kingdom
Sir William Ramsay,chemistry,1904,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1904/ramsay-facts.html,male,FALSE,52,Scotland,Scotland
Ivan Petrovich Pavlov,medicine,1904,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1904/pavlov-facts.html,male,FALSE,55,Russia,Russia
Fr�d�ric Mistral,literature,1904,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven�al philologistin recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",https://www.nobelprize.org/nobel_prizes/literature/laureates/1904/mistral-facts.html,male,FALSE,74,France,France
Jos� Echegaray y Eizaguirre,literature,1904,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven�al philologistin recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",https://www.nobelprize.org/nobel_prizes/literature/laureates/1904/eizaguirre-facts.html,male,FALSE,72,Spain,Spain
Institut de droit international (Institute of International Law),peace,1904,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1904/international-law-facts.html,org,TRUE,,,
