name,type,year,url,gender,organization,age,country,current_country,description
Emil Theodor Kocher,medicine,1909,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1909/kocher-facts.html,male,FALSE,68,Switzerland,Switzerland,"for his work on the physiology, pathology and surgery of the thyroid gland"
Selma Ottilia Lovisa Lagerlof,literature,1909,https://www.nobelprize.org/nobel_prizes/literature/laureates/1909/lagerlof-facts.html,female,FALSE,51,Sweden,Sweden,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings"
Wilhelm Ostwald,chemistry,1909,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1909/ostwald-facts.html,male,FALSE,56,Russian Empire,Latvia,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction
Guglielmo Marconi,physics,1909,https://www.nobelprize.org/nobel_prizes/physics/laureates/1909/marconi-facts.html,male,FALSE,35,Italy,Italy,in recognition of their contributions to the development of wireless telegraphy
Karl Ferdinand Braun,physics,1909,https://www.nobelprize.org/nobel_prizes/physics/laureates/1909/braun-facts.html,male,FALSE,59,Hesse-Kassel,Germany,in recognition of their contributions to the development of wireless telegraphy
Auguste Marie Francois Beernaert,peace,1909,https://www.nobelprize.org/nobel_prizes/peace/laureates/1909/beernaert-facts.html,male,FALSE,80,Belgium,Belgium,
"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",peace,1909,https://www.nobelprize.org/nobel_prizes/peace/laureates/1909/balluet-facts.html,male,FALSE,57,France,France,
Ernest Rutherford,chemistry,1908,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1908/rutherford-facts.html,male,FALSE,37,New Zealand,New Zealand,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances"
Gabriel Lippmann,physics,1908,https://www.nobelprize.org/nobel_prizes/physics/laureates/1908/lippmann-facts.html,male,FALSE,63,Luxembourg,Luxembourg,for his method of reproducing colours photographically based on the phenomenon of interference
Rudolf Christoph Eucken,literature,1908,https://www.nobelprize.org/nobel_prizes/literature/laureates/1908/eucken-facts.html,male,FALSE,62,East Friesland,Germany,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"
Ilya Ilyich Mechnikov,medicine,1908,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1908/mechnikov-facts.html,male,FALSE,63,Russian Empire,Ukraine,in recognition of their work on immunity
Paul Ehrlich,medicine,1908,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1908/ehrlich-facts.html,male,FALSE,54,Prussia,Poland,in recognition of their work on immunity
Klas Pontus Arnoldson,peace,1908,https://www.nobelprize.org/nobel_prizes/peace/laureates/1908/arnoldson-facts.html,male,FALSE,64,Sweden,Sweden,
Fredrik Bajer,peace,1908,https://www.nobelprize.org/nobel_prizes/peace/laureates/1908/bajer-facts.html,male,FALSE,71,Denmark,Denmark,
Eduard Buchner,chemistry,1907,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1907/buchner-facts.html,male,FALSE,47,Bavaria,Germany,for his biochemical researches and his discovery of cell-free fermentation
Albert Abraham Michelson,physics,1907,https://www.nobelprize.org/nobel_prizes/physics/laureates/1907/michelson-facts.html,male,FALSE,55,Prussia,Poland,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid
Rudyard Kipling,literature,1907,https://www.nobelprize.org/nobel_prizes/literature/laureates/1907/kipling-facts.html,male,FALSE,42,British India,India,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"
Charles Louis Alphonse Laveran,medicine,1907,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1907/laveran-facts.html,male,FALSE,62,France,France,in recognition of his work on the role played by protozoa in causing diseases
Ernesto Teodoro Moneta,peace,1907,https://www.nobelprize.org/nobel_prizes/peace/laureates/1907/moneta-facts.html,male,FALSE,74,Austrian Empire,Italy,
Louis Renault,peace,1907,https://www.nobelprize.org/nobel_prizes/peace/laureates/1907/renault-facts.html,male,FALSE,64,France,France,
Joseph John Thomson,physics,1906,https://www.nobelprize.org/nobel_prizes/physics/laureates/1906/thomson-facts.html,male,FALSE,50,United Kingdom,United Kingdom,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases
Henri Moissan,chemistry,1906,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1906/moissan-facts.html,male,FALSE,54,France,France,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him"
Camillo Golgi,medicine,1906,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1906/golgi-facts.html,male,FALSE,63,Italy,Italy,in recognition of their work on the structure of the nervous system
Santiago Ramon y Cajal,medicine,1906,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1906/cajal-facts.html,male,FALSE,54,Spain,Spain,in recognition of their work on the structure of the nervous system
Giosue Carducci,literature,1906,https://www.nobelprize.org/nobel_prizes/literature/laureates/1906/carducci-facts.html,male,FALSE,71,Tuscany,Italy,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
Theodore Roosevelt,peace,1906,https://www.nobelprize.org/nobel_prizes/peace/laureates/1906/roosevelt-facts.html,male,FALSE,48,USA,USA,
Henryk Sienkiewicz,literature,1905,https://www.nobelprize.org/nobel_prizes/literature/laureates/1905/sienkiewicz-facts.html,male,FALSE,59,Poland,Poland,because of his outstanding merits as an epic writer
Robert Koch,medicine,1905,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1905/koch-facts.html,male,FALSE,62,Germany,Germany,for his investigations and discoveries in relation to tuberculosis
Philipp Eduard Anton von Lenard,physics,1905,https://www.nobelprize.org/nobel_prizes/physics/laureates/1905/lenard-facts.html,male,FALSE,43,Hungary,Slovakia,for his work on cathode rays
Johann Friedrich Wilhelm Adolf von Baeyer,chemistry,1905,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1905/baeyer-facts.html,male,FALSE,70,Prussia,Germany,"in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds"
"Baroness Bertha Sophie Felicita von Suttner, nee Countess Kinsky von Chinic und Tettau",peace,1905,https://www.nobelprize.org/nobel_prizes/peace/laureates/1905/suttner-facts.html,female,FALSE,62,Austrian Empire,Czech Republic,
Lord Rayleigh (John William Strutt),physics,1904,https://www.nobelprize.org/nobel_prizes/physics/laureates/1904/strutt-facts.html,male,FALSE,62,United Kingdom,United Kingdom,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies
Sir William Ramsay,chemistry,1904,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1904/ramsay-facts.html,male,FALSE,52,Scotland,Scotland,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system"
Ivan Petrovich Pavlov,medicine,1904,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1904/pavlov-facts.html,male,FALSE,55,Russia,Russia,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged"
Frederic Mistral,literature,1904,https://www.nobelprize.org/nobel_prizes/literature/laureates/1904/mistral-facts.html,male,FALSE,74,France,France,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a ProvenÌ¤al philologist"
Jose Echegaray y Eizaguirre,literature,1904,https://www.nobelprize.org/nobel_prizes/literature/laureates/1904/eizaguirre-facts.html,male,FALSE,72,Spain,Spain,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"
Institut de droit international (Institute of International Law),peace,1904,https://www.nobelprize.org/nobel_prizes/peace/laureates/1904/international-law-facts.html,org,TRUE,,,,
Bj’Ùrnstjerne Martinus Bj’Ùrnson,literature,1903,https://www.nobelprize.org/nobel_prizes/literature/laureates/1903/bjornson-facts.html,male,FALSE,71,Norway,Norway,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit"
Niels Ryberg Finsen,medicine,1903,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1903/finsen-facts.html,male,FALSE,43,Faroe Islands,Denmark,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science"
Antoine Henri Becquerel,physics,1903,https://www.nobelprize.org/nobel_prizes/physics/laureates/1903/becquerel-facts.html,male,FALSE,51,France,France,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity
Pierre Curie,physics,1903,https://www.nobelprize.org/nobel_prizes/physics/laureates/1903/pierre-curie-facts.html,male,FALSE,44,France,France,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel
"Marie Curie, nee Sklodowska",physics,1903,https://www.nobelprize.org/nobel_prizes/physics/laureates/1903/marie-curie-facts.html,female,FALSE,36,Russian Empire,Poland,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel
Svante August Arrhenius,chemistry,1903,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1903/arrhenius-facts.html,male,FALSE,44,Sweden,Sweden,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation
William Randal Cremer,peace,1903,https://www.nobelprize.org/nobel_prizes/peace/laureates/1903/cremer-facts.html,male,FALSE,75,United Kingdom,United Kingdom,
Ronald Ross,medicine,1902,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1902/ross-facts.html,male,FALSE,45,India,India,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it"
Hendrik Antoon Lorentz,physics,1902,https://www.nobelprize.org/nobel_prizes/physics/laureates/1902/lorentz-facts.html,male,FALSE,49,the Netherlands,the Netherlands,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena
Pieter Zeeman,physics,1902,https://www.nobelprize.org/nobel_prizes/physics/laureates/1902/zeeman-facts.html,male,FALSE,37,the Netherlands,the Netherlands,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena
Hermann Emil Fischer,chemistry,1902,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1902/fischer-facts.html,male,FALSE,50,Prussia,Germany,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses
Christian Matthias Theodor Mommsen,literature,1902,https://www.nobelprize.org/nobel_prizes/literature/laureates/1902/mommsen-facts.html,male,FALSE,85,Schleswig,Germany,"the greatest living master of the art of historical writing, with special reference to his monumental work, A history of Rome"
Ialie Ducommun,peace,1902,https://www.nobelprize.org/nobel_prizes/peace/laureates/1902/ducommun-facts.html,male,FALSE,69,Switzerland,Switzerland,
Charles Albert Gobat,peace,1902,https://www.nobelprize.org/nobel_prizes/peace/laureates/1902/gobat-facts.html,male,FALSE,59,Switzerland,Switzerland,
Emil Adolf von Behring,medicine,1901,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1901/behring-facts.html,male,FALSE,47,Prussia,Poland,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths"
Jacobus Henricus van 't Hoff,chemistry,1901,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1901/hoff-facts.html,male,FALSE,49,the Netherlands,the Netherlands,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions
Wilhelm Conrad Rontgen,physics,1901,https://www.nobelprize.org/nobel_prizes/physics/laureates/1901/rontgen-facts.html,male,FALSE,56,Prussia,Germany,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him
